k141_30588|F	UDB04419481|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp|SH1365333.10FU	99.80	508	0	1	1	507	1	508	0.0	931
k141_30588|F	UDB024964|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp|SH1365333.10FU	99.41	509	3	0	1	509	13	521	0.0	924
k141_30588|F	FJ039671|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp|SH1365333.10FU	99.41	509	3	0	1	509	21	529	0.0	924
k141_30588|F	DQ139983|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_bubulus|SH1365669.10FU	98.23	509	8	1	1	509	52	559	0.0	891
k141_30588|F	UDB001382|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_bubulus|SH1365669.10FU	98.23	509	8	1	1	509	52	559	0.0	891
k141_30588|F	UDB04371286|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp|SH1365438.10FU	97.83	507	11	0	1	507	1	507	0.0	876
k141_30588|F	JX407322|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinus|SH1365438.10FU	97.64	509	12	0	1	509	6	514	0.0	874
k141_30588|F	MT935073|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinus|SH1365438.10FU	97.45	509	13	0	1	509	68	576	0.0	872
k141_30588|F	UDB04371211|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp|SH1365438.10FU	97.63	507	12	0	1	507	1	507	0.0	870
k141_30588|F	JX407321|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinus|SH1365438.10FU	97.45	509	13	0	1	509	6	514	0.0	870
k141_30588|F	JX407323|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinus|SH1365438.10FU	97.45	509	13	0	1	509	6	514	0.0	869
