k141_33559|F	DQ139983|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_bubulus|SH1365669.10FU	97.28	514	8	5	1	514	52	559	0.0	869
k141_33559|F	UDB001382|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_bubulus|SH1365669.10FU	97.28	514	8	5	1	514	52	559	0.0	869
k141_33559|F	UDB024964|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp|SH1365333.10FU	97.08	514	10	4	1	514	13	521	0.0	861
k141_33559|F	FJ039671|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp|SH1365333.10FU	97.08	514	10	4	1	514	21	529	0.0	861
k141_33559|F	UDB04419481|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp|SH1365333.10FU	96.67	511	11	5	1	510	1	506	0.0	845
k141_33559|F	JX407323|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinus|SH1365438.10FU	95.33	514	19	4	1	514	6	514	0.0	811
k141_33559|F	JX407324|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinus|SH1365438.10FU	95.33	514	19	4	1	514	6	514	0.0	811
k141_33559|F	JX407325|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinus|SH1365438.10FU	95.33	514	19	4	1	514	6	514	0.0	811
k141_33559|F	UDB04371286|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp|SH1365438.10FU	95.49	510	18	4	1	510	1	505	0.0	809
k141_33559|F	JX407321|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinus|SH1365438.10FU	95.14	514	20	4	1	514	6	514	0.0	808
k141_33559|F	JX407322|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinus|SH1365438.10FU	95.14	514	20	4	1	514	6	514	0.0	806
k141_33559|F	UDB04371211|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp|SH1365438.10FU	95.29	510	19	4	1	510	1	505	0.0	804
k141_33559|F	UDB04371206|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp|SH1365438.10FU	95.29	510	19	4	1	510	1	505	0.0	804
k141_33559|F	MT935073|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinus|SH1365438.10FU	94.94	514	21	4	1	514	68	576	0.0	804
k141_33559|F	JX407319|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinus|SH1365438.10FU	94.95	515	20	5	1	514	6	515	0.0	804
k141_33559|F	JX407320|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinus|SH1365438.10FU	94.95	515	20	5	1	514	6	515	0.0	804
k141_33559|F	KM586144|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinus|SH1365438.10FU	95.62	502	17	4	1	502	24	520	0.0	800
k141_33559|F	UDB04371287|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp|SH1365438.10FU	95.10	510	20	4	1	510	1	505	0.0	798
k141_33559|F	JX407310|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinaster|SH1365438.10FU	94.75	514	22	4	1	514	6	514	0.0	797
k141_33559|F	UDB0799590|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_bulbosus|SH1365438.10FU	94.75	514	22	4	1	514	25	533	0.0	795
k141_33559|F	JX407309|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinaster|SH1365438.10FU	94.75	514	22	4	1	514	6	514	0.0	795
k141_33559|F	JX407311|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinaster|SH1365438.10FU	94.75	514	22	4	1	514	6	514	0.0	795
k141_33559|F	JX407312|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinaster|SH1365438.10FU	94.75	514	22	4	1	514	6	514	0.0	795
k141_33559|F	JX407313|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinaster|SH1365438.10FU	94.75	514	22	4	1	514	6	514	0.0	795
k141_33559|F	JX407314|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinaster|SH1365438.10FU	94.75	514	22	4	1	514	6	514	0.0	795
k141_33559|F	JX407315|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinaster|SH1365438.10FU	94.75	514	22	4	1	514	6	514	0.0	795
k141_33559|F	JX407317|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinaster|SH1365438.10FU	94.75	514	22	4	1	514	6	514	0.0	795
k141_33559|F	JX407318|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinaster|SH1365438.10FU	94.75	514	22	4	1	514	6	514	0.0	795
k141_33559|F	MH784789|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_rubricosoides|SH1365438.10FU	94.56	515	22	5	1	514	59	568	0.0	791
k141_33559|F	MK816387|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_fuscobovinaster|SH1365438.10FU	94.72	511	21	5	1	510	24	529	0.0	789
